Key,Item Type,Author,Title,Publication Title,Publication Year,Volume,Issue,Pages,DOI,ISSN,ISBN,Url,Publisher
JIBK53T3,journalArticle,"Al-Shukaili, Naeem Ali; Kiah, Miss Laiha M.; Ahmedy, Ismail",Optimizing feature selection and deep learning techniques for precise detection of low-rate distributed denial of service (LDDoS) attack,Discover Internet of Things,2025,5,1,,10.1007/s43926-025-00182-w,2730-7239,,http://dx.doi.org/10.1007/s43926-025-00182-w,Springer Science and Business Media LLC
JHE2X293,journalArticle,"Alshammari, Abdullah",Securing smart microgrids with a novel multi-layer cybersecurity framework for Industry 4.0 renewable energy systems,Discover Computing,2025,28,1,,10.1007/s10791-025-09600-7,2948-2992,,http://dx.doi.org/10.1007/s10791-025-09600-7,Springer Science and Business Media LLC
JE426BL2,journalArticle,"Ahmed, Wafaa A. H.",Exploring blockchain technology as a governance layer for responsible artificial intelligence,AI and Ethics,2026,6,3,,10.1007/s43681-026-01192-2,2730-5961,,http://dx.doi.org/10.1007/s43681-026-01192-2,Springer Science and Business Media LLC
IV8DMPMK,conferencePaper,"Shirke, H.S.; Gavankar, N.L.",Periodic Review on Decentralized Framework in Edge Computing,,2025,,,,10.1109/ICFT66708.2025.11336553,,,https://www.scopus.com/pages/publications/105033714616?origin=resultslist,
IHS4ZSM6,journalArticle,"Ferrag, M.A.; Friha, O.; Maglaras, L.; Janicke, H.; Shu, L.","Federated Deep Learning for Cyber Security in the Internet of Things: Concepts, Applications, and Experimental Analysis",IEEE Access,2021,9,,138509–138542,10.1109/ACCESS.2021.3118642,,,https://www.scopus.com/pages/publications/85117499443?origin=resultslist,
IS9VSID7,conferencePaper,"Zhang, J.; Zheng, T.; Lu, B.; Yin, H.; Thar, K.; Gidlund, M.; Guizani, M.",Enhancing Training Efficiency for Cloud-Edge Collaboration in the Industrial Internet of Things: A Transmission-Centric Approach,,2024,,,,10.1109/INDIN58382.2024.10774270,,,https://www.scopus.com/pages/publications/85215517750?origin=resultslist,
ISMAEYHE,journalArticle,"Xia, Z.; Zhang, S.; Li, K.",IDADP: An information-driven agile framework for developing industrial AI tools based on blockchain-enabled federated learning,Future Generation Computer Systems,2026,182,,,10.1016/j.future.2026.108509,,,https://www.scopus.com/pages/publications/105034739618?origin=resultslist,
IW7JP29H,conferencePaper,"Paul, T.G.; Goodridge, W.",Privacy-Preserving Dynamic Ontology Evolution for Federated Digital Twins in Multi-Domain Applications,,2026,2026,1,214–217,10.1049/icp.2026.0525,,,https://www.scopus.com/pages/publications/105040939249?origin=resultslist,
IKEN246V,conferencePaper,"Prajwalasimha, S.N.; Shelke, N.; Jang Bahadur Saini, D.K.; Pimpalkar, A.; Kumar, G.H.; Monish, L.",Blockchain-Enabled Federated Learning for Privacy-Preserving AI,,2025,,,1536–1543,10.1109/ICISC65841.2025.11187566,,,https://www.scopus.com/pages/publications/105020931972?origin=resultslist,
JYX5HVNE,conferencePaper,"Legler, T.; Hegiste, V.; Ruskowski, M.",Seamless Integration: Sampling Strategies in Federated Learning Systems,,2024,,,148–155,10.1109/FLTA63145.2024.10840172,,,https://www.scopus.com/pages/publications/85217882744?origin=resultslist,
L3EWHFA2,journalArticle,"Allassak, N.; Trichni, S.; Omary, F.",Federated hybrid ARIMAX-LSTM for collaborative fan fault prognostics: A cement plant case study,International Journal of Advanced Manufacturing Technology,2026,,,,10.1007/s00170-025-17338-1,,,https://www.scopus.com/pages/publications/105026774544?origin=resultslist,
LAES66EL,journalArticle,"Li, Y.; Chen, Y.; Zhu, K.; Bai, C.; Zhang, J.",An Effective Federated Learning Verification Strategy and Its Applications for Fault Diagnosis in Industrial IoT Systems,IEEE Internet of Things Journal,2022,9,18,16835–16849,10.1109/JIOT.2022.3153343,,,https://www.scopus.com/pages/publications/85125330348?origin=resultslist,
LD8VWVMS,journalArticle,"Zuluaga, E.; Jaziri, S.; Tellaeche, A.; Pastor-Lopez, I.",A Practical Approach on Performance Assessment of Federated Learning Algorithms for Defect Detection in Industrial Applications,IEEE Access,2023,11,,116581–116593,10.1109/ACCESS.2023.3320766,,,https://www.scopus.com/pages/publications/85173061098?origin=resultslist,
LAPKHCDQ,journalArticle,H. R. Chi; C. K. Wu; N. -F. Huang; K. -F. Tsang; A. Radwan,A Survey of Network Automation for Industrial Internet-of-Things Toward Industry 5.0,IEEE Transactions on Industrial Informatics,2023,19,2,2065–2077,10.1109/TII.2022.3215231,1941-0050,,,
LBYVCI65,conferencePaper,N. Arora,AI-Driven Transformation in Modern Manufacturing,2026 9th International Conference on Computational Intelligence in Data Science (ICCIDS),2026,,,1–6,10.1109/ICCIDS69108.2026.11407859,,,,
LCXHHPMY,conferencePaper,"Kumar, G.H.; Raja, D.R.K.; Kumar, U.P.; Murthy, C.R.; Vidyasagar, K.N.; Eswari, V.",Privacy-Preserving Federated Learning for Equipment Failure Detection in Smart Manufacturing,,2025,,,755–761,10.1109/ICISS63372.2025.11076327,,,https://www.scopus.com/pages/publications/105012164412?origin=resultslist,
LALS26YN,journalArticle,"Gong, C.; Ma, M.; Zeng, L.; Yang, Y.; Wu, L.",Green HERO: Energy-Efficient Hierarchical Federated Learning with Client Association in Industrial IoT,IEEE Internet of Things Magazine,2024,7,5,30–36,10.1109/IOTM.001.2400033,,,https://www.scopus.com/pages/publications/85202299170?origin=resultslist,
LDN2IEA9,journalArticle,"Kalapaaking, A.P.; Khalil, I.; Atiquzzaman, M.",Blockchain-Enabled and Multisignature-Powered Verifiable Model for Securing Federated Learning Systems,IEEE Internet of Things Journal,2023,10,24,21410–21420,10.1109/JIOT.2023.3289832,,,https://www.scopus.com/pages/publications/85163431049?origin=resultslist,
K4TP4AR3,journalArticle,"Cao, Jiaqi",Intelligent computing architectures for sustainable large-scale IoT ecosystems enabling AI-driven industrial transformation,Discover Internet of Things,2026,6,1,,10.1007/s43926-026-00325-7,2730-7239,,http://dx.doi.org/10.1007/s43926-026-00325-7,Springer Science and Business Media LLC
KCSYKKR2,conferencePaper,"Zellinger, W.; Wieser, V.; Kumar, M.; Brunner, D.; Shepeleva, N.; Gálvez, R.; Langer, J.; Fischer, L.; Moser, B.",Beyond federated learning: On confidentiality-critical machine learning applications in industry,,2021,180,,734–743,10.1016/j.procs.2021.01.296,,,https://www.scopus.com/pages/publications/85101782432?origin=resultslist,
KHC3SWUI,journalArticle,"Wang, Chunling",High precision mechanical hybrid control of industrial robots driven by multimodal perception fusion,Journal of Engineering and Applied Science,2026,73,1,,10.1186/s44147-026-01026-2,2536-9512,,http://dx.doi.org/10.1186/s44147-026-01026-2,Springer Science and Business Media LLC
KJBIIXUQ,journalArticle,"Tudorache, Leonard; Babur, Önder; Lucas, Sandra S.; van den Brand, Mark",Current approaches to digital twins in additive manufacturing: a systematic literature review,Progress in Additive Manufacturing,2025,10,12,10819–10853,10.1007/s40964-025-01262-7,2363-9520,,http://dx.doi.org/10.1007/s40964-025-01262-7,Springer Science and Business Media LLC
K7B764R4,journalArticle,"Tiwari, Ashutosh; Widodo; Krisnawati, Dyah Ika; Tzou, Kai-Yi; Kuo, Tsung-Rong",Machine learning for extracellular vesicles enables diagnostic and therapeutic nanobiotechnology,Journal of Nanobiotechnology,2026,24,1,,10.1186/s12951-025-03952-4,1477-3155,,http://dx.doi.org/10.1186/s12951-025-03952-4,Springer Science and Business Media LLC
L4PZECUB,journalArticle,"Mohammadi, Navid; Heidary Dahooie, Jalil; Bengari, Amir Ali; Rahimi, Arash",Mapping the technological evolution of generative AI: a patent network analysis,Scientific Reports,2025,15,1,,10.1038/s41598-025-26810-7,2045-2322,,http://dx.doi.org/10.1038/s41598-025-26810-7,Springer Science and Business Media LLC
KV8REWN3,journalArticle,"Kuzlu, Murat; Fair, Corinne; Guler, Ozgur",Role of Artificial Intelligence in the Internet of Things (IoT) cybersecurity,Discover Internet of Things,2021,1,1,,10.1007/s43926-020-00001-4,2730-7239,,http://dx.doi.org/10.1007/s43926-020-00001-4,Springer Science and Business Media LLC
KQE56EP9,journalArticle,"Rahujo, Anmol; Atif, Daniya; Inam, Syed Azeem; Khan, Abdullah Ayub; Ullah, Sajid",A survey on the applications of transfer learning to enhance the performance of large language models in healthcare systems,Discover Artificial Intelligence,2025,5,1,,10.1007/s44163-025-00339-0,2731-0809,,http://dx.doi.org/10.1007/s44163-025-00339-0,Springer Science and Business Media LLC
KYTRAX79,journalArticle,"Hasan, Mohammad Kamrul; Hasan, Md Mehedi; Al-Qirim, Nabeel; Abdullah, Siti Norul Huda Sheikh; Islam, Shayla; Razzaque, Md Abdur",Review on data privacy and security for IoT-based multifunctional layers of cyber-physical systems in smart grids,Journal on Information Security,2026,2026,1,,10.1186/s13635-026-00225-x,3091-4515,,http://dx.doi.org/10.1186/s13635-026-00225-x,Springer Science and Business Media LLC
KJJXW9L9,journalArticle,"Dai, Shuang; Meng, Fanlin",Addressing modern and practical challenges in machine learning: a survey of online federated and transfer learning,Applied Intelligence,2022,53,9,11045–11072,10.1007/s10489-022-04065-3,1573-7497,,http://dx.doi.org/10.1007/s10489-022-04065-3,Springer Science and Business Media LLC
JZTSGQIH,journalArticle,"Khan, Abdullah Ayub; Laghari, Asif Ali; Inam, Syed Azeem; Ullah, Sajid; Shahzad, Muhammad; Syed, Darakhshan","A survey on multimedia-enabled deepfake detection: state-of-the-art tools and techniques, emerging trends, current challenges &amp; limitations, and future directions",Discover Computing,2025,28,1,,10.1007/s10791-025-09550-0,2948-2992,,http://dx.doi.org/10.1007/s10791-025-09550-0,Springer Science and Business Media LLC
L6E4YHZD,journalArticle,"Weber, Michael; Beutter, Moritz; Weking, Jörg; Böhm, Markus; Krcmar, Helmut",AI Startup Business Models: Key Characteristics and Directions for Entrepreneurship Research,Business &amp; Information Systems Engineering,2021,64,1,91–109,10.1007/s12599-021-00732-w,1867-0202,,http://dx.doi.org/10.1007/s12599-021-00732-w,Springer Science and Business Media LLC
L4AVS8SL,journalArticle,"Wild, Graham; Nanyonga, Aziida; Iqbal, Anam; Bano, Shehar; Somerville, Alexander; Pollock, Luke",Lightweight and mobile artificial intelligence and immersive technologies in aviation,"Visual Computing for Industry, Biomedicine, and Art",2025,8,1,,10.1186/s42492-025-00203-z,2524-4442,,http://dx.doi.org/10.1186/s42492-025-00203-z,Springer Science and Business Media LLC
KP8GILKD,journalArticle,"Wen, Shao-Fang; Shukla, Ankur; Katt, Basel",Artificial intelligence for system security assurance: A systematic literature review,International Journal of Information Security,2024,24,1,,10.1007/s10207-024-00959-0,1615-5270,,http://dx.doi.org/10.1007/s10207-024-00959-0,Springer Science and Business Media LLC
JXP85HJJ,journalArticle,"Vishnoi, Susheela; Kumar, Sunil; Samanta, Saikat",Hybrid IoT-CAD system: optimized feature selection based gated recurrent residual deep learning for cyber attack detection in IoT networks,Discover Internet of Things,2025,5,1,,10.1007/s43926-025-00190-w,2730-7239,,http://dx.doi.org/10.1007/s43926-025-00190-w,Springer Science and Business Media LLC
L9BWDJ5G,journalArticle,"Tolah, Alaa",BlockIntelChain: a blockchain-based cyber threat intelligence sharing architecture,Scientific Reports,2025,16,1,,10.1038/s41598-025-29152-6,2045-2322,,http://dx.doi.org/10.1038/s41598-025-29152-6,Springer Science and Business Media LLC
KY5VYWQK,journalArticle,"Shen, Shiying; Qi, Wenhao; Liu, Xin; Zeng, Jianwen; Li, Sixie; Zhu, Xiaohong; Dong, Chaoqun; Wang, Bin; Shi, Yankai; Yao, Jiani; Wang, Bingsheng; Jing, Louxia; Cao, Shihua; Liang, Guanmian",From virtual to reality: innovative practices of digital twins in tumor therapy,Journal of Translational Medicine,2025,23,1,,10.1186/s12967-025-06371-z,1479-5876,,http://dx.doi.org/10.1186/s12967-025-06371-z,Springer Science and Business Media LLC
L9X9N9G7,journalArticle,"Naser, Shimaa; Alhussein, Omar; Muhaidat, Sami",Towards multi-modal and cross-modal integration in LiFi-based sensing,Scientific Reports,2026,16,1,,10.1038/s41598-026-36891-7,2045-2322,,http://dx.doi.org/10.1038/s41598-026-36891-7,Springer Science and Business Media LLC
JZ2LZYXS,journalArticle,"Neelima, Sadineni; Sree, S. Rama; Ramakrishnaiah, N.",DRLO-VANET: a deep reinforcement learning-based offloading framework for low-latency and energy-efficient task execution in VANETs,Scientific Reports,2026,16,1,,10.1038/s41598-026-46336-w,2045-2322,,http://dx.doi.org/10.1038/s41598-026-46336-w,Springer Science and Business Media LLC
LDIFL45I,journalArticle,"Li, Yu; Liu, Huamin; Lu, Lei",Construction of evolutionary stability and signal game model for privacy protection in the internet of things,Scientific Reports,2025,15,1,,10.1038/s41598-025-08836-z,2045-2322,,http://dx.doi.org/10.1038/s41598-025-08836-z,Springer Science and Business Media LLC
L7JN6S94,journalArticle,"Linardos, Akis; Willem, Theresa; Buyx, Alena; Hossain, Showkot; Jung, Taeho; Makris, Dimitrios; Bakas, Spyridon",Consentful-by-design: a perspective on safeguarding data ownership from generative AI leveraging lessons from the healthcare domain,AI &amp; SOCIETY,2026,41,5,4529–4541,10.1007/s00146-025-02817-6,1435-5655,,http://dx.doi.org/10.1007/s00146-025-02817-6,Springer Science and Business Media LLC
KQ7SDPRP,journalArticle,"Mohan, Gowthami; Shanmugavel, Thanga Ramya",ADeepCRF: real-time threat detection in IoT network using blockchain-based advanced proof of authority and adaptive deep conditional random fields,Scientific Reports,2026,16,1,,10.1038/s41598-026-45701-z,2045-2322,,http://dx.doi.org/10.1038/s41598-026-45701-z,Springer Science and Business Media LLC
L3FD3P4N,journalArticle,"Khan, Maryam Mahsal; Alkhathami, Mohammed",Anomaly detection in IoT-based healthcare: machine learning for enhanced security,Scientific Reports,2024,14,1,,10.1038/s41598-024-56126-x,2045-2322,,http://dx.doi.org/10.1038/s41598-024-56126-x,Springer Science and Business Media LLC
KKKWCN4P,journalArticle,"Khalil, Heba M.; Elrefaiy, Ahmed; Elbaz, Mostafa; Loey, Mohamed",Enhanced cybersecurity threat detection using novel tri-metaheuristic loss functions in generative adversarial networks with adaptive attention preservation for network traffic augmentation,Scientific Reports,2026,16,1,,10.1038/s41598-026-46375-3,2045-2322,,http://dx.doi.org/10.1038/s41598-026-46375-3,Springer Science and Business Media LLC
KNQ7H2TB,journalArticle,"Hady, Mohamad A.; Hu, Siyi; Pratama, Mahardhika; Cao, Zehong; Kowalczyk, Ryszard",Multi-agent reinforcement learning for resources allocation optimization: a survey,Artificial Intelligence Review,2025,58,11,,10.1007/s10462-025-11340-5,1573-7462,,http://dx.doi.org/10.1007/s10462-025-11340-5,Springer Science and Business Media LLC
KMYRAFP6,journalArticle,"Jaiswal, Nikita; Kumar, T. Vijay; Shukla, Chitra","Smart drip irrigation systems using IoT: a review of architectures, machine learning models, and emerging trends",Discover Agriculture,2025,3,1,,10.1007/s44279-025-00430-1,2731-9598,,http://dx.doi.org/10.1007/s44279-025-00430-1,Springer Science and Business Media LLC
KXNLBZUW,journalArticle,"Chopra, Garima; Ahmed, Suhaib","Ris-assisted integrated sensing and communication: applications, challenges and usecase scenario",Discover Applied Sciences,2025,7,7,,10.1007/s42452-025-07098-8,3004-9261,,http://dx.doi.org/10.1007/s42452-025-07098-8,Springer Science and Business Media LLC
L7VAH36R,journalArticle,"Burr, Christopher David; Qian, Shuang; Winter, Peter; Chico, Tim; Rangel Smith, Camila; Wagg, David; Niederer, Steven Alexander","Realising the digital twin: a thematic review and analysis of the ethical, legal, and social issues for digital twins in healthcare",AI &amp; SOCIETY,2026,41,5,5243–5267,10.1007/s00146-025-02833-6,1435-5655,,http://dx.doi.org/10.1007/s00146-025-02833-6,Springer Science and Business Media LLC
KGJNY25U,journalArticle,"Chaudhary, Himani; Sharma, Geetanjali; Nishad, D. K.; Khalid, Saifullah",AI-enhanced modelling of queueing and scheduling systems in cloud computing,Discover Applied Sciences,2025,7,4,,10.1007/s42452-025-06755-2,3004-9261,,http://dx.doi.org/10.1007/s42452-025-06755-2,Springer Science and Business Media LLC
KFS4QA6S,journalArticle,"Chen, Dongqing; Ma, Chaoqun; Zhang, Liwei; Li, Lijie",Unraveling the role of data sharing in open finance diffusion: an evolutionary game approach on complex networks,Future Business Journal,2025,11,1,,10.1186/s43093-025-00522-w,2314-7210,,http://dx.doi.org/10.1186/s43093-025-00522-w,Springer Science and Business Media LLC
KFD9PL8Q,journalArticle,"ChandraUmakantham, OmKumar; Ravi, Krithiga; Marappan, Suguna; Gajendran, Sudhakaran",Decentralized federated deep Q-learning for IoMT security: leveraging MK-VQFHE and blockchain with IPFS,Scientific Reports,2026,16,1,,10.1038/s41598-025-13519-w,2045-2322,,http://dx.doi.org/10.1038/s41598-025-13519-w,Springer Science and Business Media LLC
LBLLVA2B,journalArticle,"Almeida, Fernando; Okon, Edet","Assessing the impact of high-performance computing on digital transformation: benefits, challenges, and size-dependent differences",The Journal of Supercomputing,2025,81,6,,10.1007/s11227-025-07281-z,1573-0484,,http://dx.doi.org/10.1007/s11227-025-07281-z,Springer Science and Business Media LLC
L82G8LWD,journalArticle,"Ali, Umar; Li, Junxiang; Zulfiqar, Usman; Salam, Kamran B. A.; Ali, Rifaqat; Siddique, Imran; Saqib, Ihsanullah; Zulqarnain, Rana Muhammad",Decision support model for blockchain adoption using EDAS technique in the complex q-rung orthopair fuzzy structure,Scientific Reports,2025,15,1,,10.1038/s41598-025-05971-5,2045-2322,,http://dx.doi.org/10.1038/s41598-025-05971-5,Springer Science and Business Media LLC
KNG9QAKH,journalArticle,"Alkhalifa, Amal K.; Aljebreen, Mohammed; Alanazi, Rakan; Ahmad, Nazir; Alrusaini, Othman; Aljehane, Nojood O.; Alqazzaz, Ali; Alkhiri, Hassan",Leveraging hybrid deep learning with starfish optimization algorithm based secure mechanism for intelligent edge computing in smart cities environment,Scientific Reports,2025,15,1,,10.1038/s41598-025-11608-4,2045-2322,,http://dx.doi.org/10.1038/s41598-025-11608-4,Springer Science and Business Media LLC
KBLK6WLE,journalArticle,"Alam, Asad; Umer, Asif; Ullah, Insaf; Alsayat, Ahmed",AI-enabled cybersecurity framework for future 5G wireless infrastructures,Scientific Reports,2026,16,1,,10.1038/s41598-026-37444-8,2045-2322,,http://dx.doi.org/10.1038/s41598-026-37444-8,Springer Science and Business Media LLC
KTEYXQRC,conferencePaper,"Rahmani Choubeh, N.; Quadrini, W.; Syed, D.A.; Zanetti, R.; Marguglio, A.; Fumagalli, L.",Reference Architecture to Exploit Data as a Product Through the Cloud-Edge Continuum,,2025,78,,193–206,10.1007/978-3-032-00118-4_11,,,https://www.scopus.com/pages/publications/105019231134?origin=resultslist,
KPZGRUWM,conferencePaper,"Cherradi, H.; Elasri, A.; Lamrani, D.; Hamida, S.; Cherradi, B.; Rebbani, A.",Modeling in Industry 4.0: Key Tools and Techniques for Optimization,,2025,,,,10.1109/IRASET64571.2025.11008046,,,https://www.scopus.com/pages/publications/105007808526?origin=resultslist,
K8224HQ4,journalArticle,"Gunckel, P.V.; Lobos, G.; Rodríguez, F.K.; Bustos, R.M.; Godoy, D.",Methodology proposal for the development of failure prediction models applied to conveyor belts of mining material using machine learning,Reliability Engineering and System Safety,2025,256,,,10.1016/j.ress.2024.110709,,,https://www.scopus.com/pages/publications/85211240216?origin=resultslist,
K5MV8AYM,journalArticle,"Zhang, Z.J.; Bakar, A.; Humphry, A.; Javid, F.; Nadeau, P.; Ebrahimi, M.; Butscher, A.; Tessier, A.; Rodriguez, J.; Farhat, C.",Probabilistic learning from real-world observations of systems with unknown inputs for model-form UQ and digital twinning,Computer Methods in Applied Mechanics and Engineering,2025,440,,,10.1016/j.cma.2025.117863,,,https://www.scopus.com/pages/publications/105000060478?origin=resultslist,
K2L6JC8P,journalArticle,"Ma, R.; Shi, H.; Gao, H.; Guan, H.; Iqbal, M.; Mumtaz, S.",CFedDT: Cross-Domain Federated Learning in Digital Twins for Metaverse Consumer Electronic Products,IEEE Transactions on Consumer Electronics,2024,70,1,3167–3182,10.1109/TCE.2023.3327010,,,https://www.scopus.com/pages/publications/85176374344?origin=resultslist,
KA5WNPVJ,journalArticle,"Hafi, H.; Brik, B.; Frangoudis, P.A.; Ksentini, A.; Bagaa, M.","Split Federated Learning for 6G Enabled-Networks: Requirements, Challenges, and Future Directions",IEEE Access,2024,12,,9890–9930,10.1109/ACCESS.2024.3351600,,,https://www.scopus.com/pages/publications/85182386354?origin=resultslist,
LEASQ8FC,journalArticle,"Escorcia, Y.C.; Sabirov, S.; Saydullayev, B.; Umarov, A.; Atamuratova, Z.; Alsayah, A.M.; Tulekov, Y.",Privacy-Preserving Federated Learning for Predictive Maintenance in Smart Manufacturing Networks,International Journal of Industrial Engineering and Management,2025,16,3,296–315,10.24867/IJIEM-390,,,https://www.scopus.com/pages/publications/105017331163?origin=resultslist,
LPZTKZUU,conferencePaper,"Becker, S.; Styp-Rekowski, K.; Stoll, O.V.L.; Kao, O.",Federated Learning for Autoencoder-based Condition Monitoring in the Industrial Internet of Things,,2022,,,5424–5433,10.1109/BigData55660.2022.10020836,,,https://www.scopus.com/pages/publications/85147945464?origin=resultslist,
M27C2PDQ,journalArticle,"Li, A.; Liu, J.",FedCOT: Personalized Federated Transfer Learning With Conditional Optimal Transport for Manufacturing Predictive Modeling,IEEE Transactions on Automation Science and Engineering,2026,23,,6363–6382,10.1109/TASE.2026.3673201,,,https://www.scopus.com/pages/publications/105032777232?origin=resultslist,
MA95VWAA,journalArticle,"Ranathunga, T.; McGibney, A.; Bharti, S.",Enabling secure and self-sovereign machine learning model exchange in manufacturing data spaces,Journal of Industrial Information Integration,2024,42,,,10.1016/j.jii.2024.100733,,,https://www.scopus.com/pages/publications/85210127266?origin=resultslist,
LMVWWDU9,journalArticle,"Takele, Atallo Kassaw; Villányi, Balázs",Efficient clustered federated learning for Industrial Internet of Things: enhancing predictive performance and training time,Discover Computing,2025,28,1,,10.1007/s10791-025-09535-z,2948-2992,,http://dx.doi.org/10.1007/s10791-025-09535-z,Springer Science and Business Media LLC
M9CW2CQI,journalArticle,"Padmavathi, V.; Kanimozhi, R.; Saminathan, R.",Digital twin driven smart factories: real time physics based co-simulation using edge a.i. and federated learning,Scientific Reports,2025,15,1,,10.1038/s41598-025-28466-9,2045-2322,,http://dx.doi.org/10.1038/s41598-025-28466-9,Springer Science and Business Media LLC
MDZZWX6Z,conferencePaper,H. K. H. C; B. T. G,Context-Aware Federated DRL Enabled Efficient Bandwidth Allocation for Multimodal Data in Industry 4.0,"2025 Third International Conference on Networks, Multimedia and Information Technology (NMITCON)",2025,,,1–8,10.1109/NMITCON65824.2025.11187821,,,,
M6EDK3ZM,conferencePaper,X. Hu; X. Chu; H. Hong; W. Guo; T. Wu; J. Li,Research on the Application of Blockchain Consensus Mechanisms in Federated Learning for Privacy Protection,"2024 International Conference on Industrial IoT, Big Data and Supply Chain (IIoTBDSC)",2024,,,364–368,10.1109/IIoTBDSC64371.2024.00072,,,,
MM63P6HL,conferencePaper,M. Törngren; H. Thompson; E. Herzog; R. Inam; J. Gross; G. Dán,Industrial Edge-based Cyber-Physical Systems - Application Needs and Concerns for Realization,2021 IEEE/ACM Symposium on Edge Computing (SEC),2021,,,409–415,10.1145/3453142.3493507,,,,
MNI4XJYY,conferencePaper,S. He; Q. Li; Z. Li; Y. Zhao,Spatiotemporal-Aware Edge Resource Allocation via Prediction-Decision Co-Optimization,2025 IEEE 45th International Conference on Distributed Computing Systems Workshops (ICDCSW),2025,,,600–605,10.1109/ICDCSW63273.2025.00113,,2332-5666,,
M7L2ZL3H,journalArticle,"Qiu, Xinchi; Parcollet, Titouan; Fernandez-Marques, Javier; Gusmao, Pedro P. B.; Gao, Yan; Beutel, Daniel J.; Topal, Taner; Mathur, Akhil; Lane, Nicholas D.",A first look into the carbon footprint of federated learning,J. Mach. Learn. Res.,2023,24,1,,,1532-4435,,,JMLR.org
MJ3YDRLB,journalArticle,"Takele, A.K.; Villányi, B.",Resource-Efficient Clustered Federated Learning Framework for Industry 4.0 Edge Devices,AI (Switzerland),2025,6,2,,10.3390/ai6020030,,,https://www.scopus.com/pages/publications/85218874497?origin=resultslist,
MAIWMJBD,conferencePaper,"Gkillas, A.; Lalos, A.S.",Missing Data Imputation for Multivariate Time series in Industrial IoT: A Federated Learning Approach,,2022,2022-July,,87–94,10.1109/INDIN51773.2022.9976093,,,https://www.scopus.com/pages/publications/85145780904?origin=resultslist,
MHVQX4VY,conferencePaper,"Colombi, L.; Caro, E.D.; Dahdal, S.; Poltronieri, F.; Tabanelli, F.; Tortonesi, M.; Stefanelli, C.; Vignoli, M.",FedEdge-Learn: a Semi-Supervised Federated Learning Framework for Industry 5.0,,2025,,,,10.1109/ISCC65549.2025.11326181,,,https://www.scopus.com/pages/publications/105032752306?origin=resultslist,
LDVWU726,journalArticle,"Li, G.; Lei, H.; Liu, F.; Li, L.; Jin, H.",AEPPFL: Accurate and Efficient Privacy Protection Federal Learning in Industrial IoT,IEEE Internet of Things Journal,2025,12,14,27193–27205,10.1109/JIOT.2025.3562064,,,https://www.scopus.com/pages/publications/105003113315?origin=resultslist,
LR7BG7ET,journalArticle,"Narang, N.K.",Mentor's Musings on Federated Learning Standardization Imperatives in Leveraging It for Industrial IoT,IEEE Internet of Things Magazine,2024,7,5,4–10,10.1109/MIOT.2024.10644021,,,https://www.scopus.com/pages/publications/85203876001?origin=resultslist,
MH382U2B,journalArticle,"Taha, Kamal","Big Data Analytics in IoT, social media, NLP, and information security: trends, challenges, and applications",Journal of Big Data,2025,12,1,,10.1186/s40537-025-01192-9,2196-1115,,http://dx.doi.org/10.1186/s40537-025-01192-9,Springer Science and Business Media LLC
LRFYPWWP,journalArticle,"Yang, Wencheng; Wang, Song; Wu, Di; Cai, Taotao; Zhu, Yanming; Wei, Shicheng; Zhang, Yiying; Yang, Xu; Tang, Zhaohui; Li, Yan",Deep learning model inversion attacks and defenses: a comprehensive survey,Artificial Intelligence Review,2025,58,8,,10.1007/s10462-025-11248-0,1573-7462,,http://dx.doi.org/10.1007/s10462-025-11248-0,Springer Science and Business Media LLC
MES45PWI,journalArticle,"Kossek, Magdalena; Stefanovic, Margareta",Survey of Recent Results in Privacy-Preserving Mechanisms for Multi-Agent Systems,Journal of Intelligent &amp; Robotic Systems,2024,110,3,,10.1007/s10846-024-02161-9,1573-0409,,http://dx.doi.org/10.1007/s10846-024-02161-9,Springer Science and Business Media LLC
M5RAYWMD,journalArticle,"Pokhrel, Shiva Raj",Learning from data streams for automation and orchestration of 6G industrial IoT: toward a semantic communication framework,Neural Computing and Applications,2022,34,18,15197–15206,10.1007/s00521-022-07065-z,1433-3058,,http://dx.doi.org/10.1007/s00521-022-07065-z,Springer Science and Business Media LLC
LT4HG282,journalArticle,"Li, Chuanjiang; Li, Shaobo; Feng, Yixiong; Gryllias, Konstantinos; Gu, Fengshou; Pecht, Michael",Small data challenges for intelligent prognostics and health management: a review,Artificial Intelligence Review,2024,57,8,,10.1007/s10462-024-10820-4,1573-7462,,http://dx.doi.org/10.1007/s10462-024-10820-4,Springer Science and Business Media LLC
LLVMGWBY,journalArticle,"Ma, Xiaozhi; Du, Wenbo; Li, Lingyue; Liu, Jing; Yuan, Hongping",Examining the nexus of blockchain technology and digital twins: Bibliometric evidence and research trends,Frontiers of Engineering Management,2024,11,3,481–500,10.1007/s42524-024-0306-4,2096-0255,,http://dx.doi.org/10.1007/s42524-024-0306-4,Springer Science and Business Media LLC
LFMCF5FW,journalArticle,"Liu, Yunhao; Liu, Li; Zheng, Yawen; Liu, Yunhuai; Dang, Fan; Li, Ningbo; Ma, Ke",Embodied navigation,Science China Information Sciences,2025,68,4,,10.1007/s11432-024-4303-8,1869-1919,,http://dx.doi.org/10.1007/s11432-024-4303-8,Springer Science and Business Media LLC
